,provinsi,daerah,jenis,tahun,pengeluaran,kategori_pengeluaran,Cluster,cluster_opt,daerah_asli,jenis_asli,pengeluaran_asli
786,SUMATERA SELATAN,1,2,2017,0.35100730658671414,tinggi,2,1,PERDESAANPERKOTAAN,TOTAL,924845.9999999999
787,SUMATERA SELATAN,1,2,2018,0.3693485869161046,tinggi,2,1,PERDESAANPERKOTAAN,TOTAL,970078.0
788,SUMATERA SELATAN,1,2,2019,0.36478273051999266,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,958818.0
789,SUMATERA SELATAN,1,2,2020,0.3904147833184855,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,1022030.0
790,SUMATERA SELATAN,1,2,2021,0.4205741706340823,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,1096407.0
791,SUMATERA SELATAN,1,2,2022,0.44182405557531207,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,1148812.0
792,BENGKULU,0,0,2007,0.038386849684789656,rendah,1,0,PERDESAAN,MAKANAN,153883.0
793,BENGKULU,0,0,2008,0.05112177739138756,rendah,1,0,PERDESAAN,MAKANAN,185289.0
794,BENGKULU,0,0,2009,0.05542852346448749,rendah,1,0,PERDESAAN,MAKANAN,195910.0
795,BENGKULU,0,0,2010,0.07309344069718923,rendah,1,0,PERDESAAN,MAKANAN,239473.99999999997
796,BENGKULU,0,0,2011,0.09025878998317607,rendah,1,0,PERDESAAN,MAKANAN,281806.0
797,BENGKULU,0,0,2012,0.1074886127298185,rendah,1,0,PERDESAAN,MAKANAN,324297.0
798,BENGKULU,0,0,2013,0.11386296997199258,rendah,1,0,PERDESAAN,MAKANAN,340017.0
799,BENGKULU,0,0,2014,0.1265573483322662,rendah,2,0,PERDESAAN,MAKANAN,371323.0
800,BENGKULU,0,0,2015,0.1396953365413273,rendah,2,0,PERDESAAN,MAKANAN,403723.0
801,BENGKULU,0,0,2016,0.14717871840546995,sedang,2,0,PERDESAAN,MAKANAN,422178.0
802,BENGKULU,0,0,2017,0.18380167152515417,sedang,2,0,PERDESAAN,MAKANAN,512495.0
803,BENGKULU,0,0,2018,0.1885203989569086,sedang,2,0,PERDESAAN,MAKANAN,524132.0
804,BENGKULU,0,0,2019,0.18268575351431046,sedang,0,0,PERDESAAN,MAKANAN,509742.99999999994
805,BENGKULU,0,0,2020,0.1958014395828932,sedang,0,0,PERDESAAN,MAKANAN,542088.0
806,BENGKULU,0,0,2021,0.19839781422803573,sedang,0,0,PERDESAAN,MAKANAN,548491.0
807,BENGKULU,0,0,2022,0.21739680495480573,sedang,0,0,PERDESAAN,MAKANAN,595345.0
808,BENGKULU,0,1,2007,0.015172348914149328,rendah,1,2,PERDESAAN,NONMAKANAN,96633.0
809,BENGKULU,0,1,2008,0.03336846258369892,rendah,1,2,PERDESAAN,NONMAKANAN,141507.0
810,BENGKULU,0,1,2009,0.03403306636995358,rendah,1,2,PERDESAAN,NONMAKANAN,143146.0
811,BENGKULU,0,1,2010,0.044995987642181205,rendah,1,2,PERDESAAN,NONMAKANAN,170181.99999999997
812,BENGKULU,0,1,2011,0.0539979425261675,rendah,1,2,PERDESAAN,NONMAKANAN,192382.0
813,BENGKULU,0,1,2012,0.04770265650932574,rendah,1,2,PERDESAAN,NONMAKANAN,176857.0
814,BENGKULU,0,1,2013,0.06369856264732085,rendah,1,2,PERDESAAN,NONMAKANAN,216305.0
815,BENGKULU,0,1,2014,0.07215066839515014,rendah,2,2,PERDESAAN,NONMAKANAN,237149.0
816,BENGKULU,0,1,2015,0.10844517180960786,rendah,2,2,PERDESAAN,NONMAKANAN,326656.00000000006
817,BENGKULU,0,1,2016,0.11074796918736271,rendah,2,2,PERDESAAN,NONMAKANAN,332335.0
818,BENGKULU,0,1,2017,0.11821107637834324,rendah,2,2,PERDESAAN,NONMAKANAN,350740.0
819,BENGKULU,0,1,2018,0.15264030986188487,sedang,2,2,PERDESAAN,NONMAKANAN,435647.0
820,BENGKULU,0,1,2019,0.14844507449117667,sedang,0,2,PERDESAAN,NONMAKANAN,425301.0
821,BENGKULU,0,1,2020,0.14764584687512544,sedang,0,2,PERDESAAN,NONMAKANAN,423330.0
822,BENGKULU,0,1,2021,0.1497572513382298,sedang,0,2,PERDESAAN,NONMAKANAN,428537.0
823,BENGKULU,0,1,2022,0.16167754267717327,sedang,0,2,PERDESAAN,NONMAKANAN,457934.0
824,BENGKULU,0,2,2007,0.0775708995183143,rendah,1,1,PERDESAAN,TOTAL,250515.99999999997
825,BENGKULU,0,2,2008,0.1085019408944618,rendah,1,1,PERDESAAN,TOTAL,326795.99999999994
826,BENGKULU,0,2,2009,0.11347369624727965,rendah,1,1,PERDESAAN,TOTAL,339057.0
827,BENGKULU,0,2,2010,0.1421011292587458,rendah,1,1,PERDESAAN,TOTAL,409656.0
828,BENGKULU,0,2,2011,0.16826843342871892,sedang,1,1,PERDESAAN,TOTAL,474188.0
829,BENGKULU,0,2,2012,0.17920297015851955,sedang,1,1,PERDESAAN,TOTAL,501153.99999999994
830,BENGKULU,0,2,2013,0.20157363903215197,sedang,1,1,PERDESAAN,TOTAL,556323.0
831,BENGKULU,0,2,2014,0.2227197176467917,sedang,2,1,PERDESAAN,TOTAL,608472.0
832,BENGKULU,0,2,2015,0.2721522092703105,tinggi,2,1,PERDESAAN,TOTAL,730379.0
833,BENGKULU,0,2,2016,0.281938388512208,tinggi,2,1,PERDESAAN,TOTAL,754513.0
834,BENGKULU,0,2,2017,0.326024854316336,tinggi,2,1,PERDESAAN,TOTAL,863236.0
835,BENGKULU,0,2,2018,0.36517281523163203,tinggi,2,1,PERDESAAN,TOTAL,959779.9999999999
836,BENGKULU,0,2,2019,0.35514293441832573,tinggi,0,1,PERDESAAN,TOTAL,935045.0
837,BENGKULU,0,2,2020,0.3674593928708572,tinggi,0,1,PERDESAAN,TOTAL,965419.0
838,BENGKULU,0,2,2021,0.3721671719791041,tinggi,0,1,PERDESAAN,TOTAL,977029.0
839,BENGKULU,0,2,2022,0.4030864540448176,tinggi,0,1,PERDESAAN,TOTAL,1053280.0
840,BENGKULU,2,0,2007,0.054315443907886486,rendah,1,0,PERKOTAAN,MAKANAN,193165.0
841,BENGKULU,2,0,2008,0.05711010485655466,rendah,1,0,PERKOTAAN,MAKANAN,200057.0
842,BENGKULU,2,0,2009,0.06549368220909593,rendah,1,0,PERKOTAAN,MAKANAN,220731.99999999994
843,BENGKULU,2,0,2010,0.09759822166786761,rendah,1,0,PERKOTAAN,MAKANAN,299906.0
844,BENGKULU,2,0,2011,0.10751091487029685,rendah,1,0,PERKOTAAN,MAKANAN,324352.0
845,BENGKULU,2,0,2012,0.11511553927994905,rendah,1,0,PERKOTAAN,MAKANAN,343106.00000000006
846,BENGKULU,2,0,2013,0.12453190848336929,rendah,1,0,PERKOTAAN,MAKANAN,366328.0
847,BENGKULU,2,0,2014,0.14320244950491276,sedang,2,0,PERKOTAAN,MAKANAN,412372.0
848,BENGKULU,2,0,2015,0.15215980010794236,sedang,2,0,PERKOTAAN,MAKANAN,434462.0
849,BENGKULU,2,0,2016,0.17942639705676625,sedang,2,0,PERKOTAAN,MAKANAN,501705.0
850,BENGKULU,2,0,2017,0.1975069450892917,sedang,2,0,PERKOTAAN,MAKANAN,546294.0
851,BENGKULU,2,0,2018,0.21922355300671376,sedang,2,0,PERKOTAAN,MAKANAN,599850.0
852,BENGKULU,2,0,2019,0.22274891317614515,sedang,0,0,PERKOTAAN,MAKANAN,608544.0
853,BENGKULU,2,0,2020,0.23421789029049955,sedang,0,0,PERKOTAAN,MAKANAN,636828.0
854,BENGKULU,2,0,2021,0.2373462723594164,tinggi,0,0,PERKOTAAN,MAKANAN,644543.0
855,BENGKULU,2,0,2022,0.25500226873592685,tinggi,0,0,PERKOTAAN,MAKANAN,688085.0
856,BENGKULU,2,1,2007,0.07180397148407769,rendah,1,2,PERKOTAAN,NONMAKANAN,236293.99999999997
857,BENGKULU,2,1,2008,0.0697846140371294,rendah,1,2,PERKOTAAN,NONMAKANAN,231313.99999999997
858,BENGKULU,2,1,2009,0.06816628962532809,rendah,1,2,PERKOTAAN,NONMAKANAN,227322.99999999997
859,BENGKULU,2,1,2010,0.09894283799198014,rendah,1,2,PERKOTAAN,NONMAKANAN,303222.0
860,BENGKULU,2,1,2011,0.11339178656770463,rendah,1,2,PERKOTAAN,NONMAKANAN,338855.0
861,BENGKULU,2,1,2012,0.12438593083660196,rendah,1,2,PERKOTAAN,NONMAKANAN,365968.0
862,BENGKULU,2,1,2013,0.1815872717223862,sedang,1,2,PERKOTAAN,NONMAKANAN,507034.0
863,BENGKULU,2,1,2014,0.18188247096362684,sedang,2,2,PERKOTAAN,NONMAKANAN,507762.0
864,BENGKULU,2,1,2015,0.20142198447689924,sedang,2,2,PERKOTAAN,NONMAKANAN,555949.0
865,BENGKULU,2,1,2016,0.2579700753933996,tinggi,2,2,PERKOTAAN,NONMAKANAN,695404.0
866,BENGKULU,2,1,2017,0.2660304744557365,tinggi,2,2,PERKOTAAN,NONMAKANAN,715282.0
867,BENGKULU,2,1,2018,0.3055579772526277,tinggi,2,2,PERKOTAAN,NONMAKANAN,812762.0
868,BENGKULU,2,1,2019,0.3061321559965793,tinggi,0,2,PERKOTAAN,NONMAKANAN,814178.0000000001
869,BENGKULU,2,1,2020,0.32283848668217546,tinggi,0,2,PERKOTAAN,NONMAKANAN,855378.0000000001
870,BENGKULU,2,1,2021,0.30878043380501685,tinggi,0,2,PERKOTAAN,NONMAKANAN,820709.0
871,BENGKULU,2,1,2022,0.29855713260974376,tinggi,0,2,PERKOTAAN,NONMAKANAN,795497.0
872,BENGKULU,2,2,2007,0.15013071081787627,sedang,1,1,PERKOTAAN,TOTAL,429458.0
873,BENGKULU,2,2,2008,0.1509064198130594,sedang,1,1,PERKOTAAN,TOTAL,431371.0
874,BENGKULU,2,2,2009,0.15767167275379937,sedang,1,1,PERKOTAAN,TOTAL,448055.0
875,BENGKULU,2,2,2010,0.22055276057922307,sedang,1,1,PERKOTAAN,TOTAL,603128.0
876,BENGKULU,2,2,2011,0.24491440235737677,tinggi,1,1,PERKOTAAN,TOTAL,663206.9999999999
877,BENGKULU,2,2,2012,0.2635131710359263,tinggi,1,1,PERKOTAAN,TOTAL,709074.0
878,BENGKULU,2,2,2013,0.33013088112513084,tinggi,1,1,PERKOTAAN,TOTAL,873362.0
879,BENGKULU,2,2,2014,0.3490966213879149,tinggi,2,1,PERKOTAAN,TOTAL,920134.0
880,BENGKULU,2,2,2015,0.3775930800107537,tinggi,2,1,PERKOTAAN,TOTAL,990410.0
881,BENGKULU,2,2,2016,0.46140857886300446,tinggi,2,1,PERKOTAAN,TOTAL,1197110.0
882,BENGKULU,2,2,2017,0.4875495259578668,tinggi,2,1,PERKOTAAN,TOTAL,1261577.0
883,BENGKULU,2,2,2018,0.5487936366721801,tinggi,2,1,PERKOTAAN,TOTAL,1412613.0
884,BENGKULU,2,2,2019,0.5528927700920997,tinggi,0,1,PERKOTAAN,TOTAL,1422722.0
885,BENGKULU,2,2,2020,0.5810680778920503,tinggi,0,1,PERKOTAAN,TOTAL,1492205.9999999998
886,BENGKULU,2,2,2021,0.5701388125772718,tinggi,0,1,PERKOTAAN,TOTAL,1465253.0
887,BENGKULU,2,2,2022,0.5775715077585092,tinggi,0,1,PERKOTAAN,TOTAL,1483583.0
888,BENGKULU,1,0,2011,0.09559873340061822,rendah,1,0,PERDESAANPERKOTAAN,MAKANAN,294975.0
889,BENGKULU,1,0,2012,0.10985101764667002,rendah,1,0,PERDESAANPERKOTAAN,MAKANAN,330123.0
890,BENGKULU,1,0,2013,0.11716530873664052,rendah,1,0,PERDESAANPERKOTAAN,MAKANAN,348161.0
891,BENGKULU,1,0,2014,0.1317569910114264,rendah,2,0,PERDESAANPERKOTAAN,MAKANAN,384146.0
892,BENGKULU,1,0,2015,0.14356374418066195,sedang,2,0,PERDESAANPERKOTAAN,MAKANAN,413263.00000000006
893,BENGKULU,1,0,2016,0.15739958663996356,sedang,2,0,PERDESAANPERKOTAAN,MAKANAN,447384.0
894,BENGKULU,1,0,2017,0.18819438221246154,sedang,2,0,PERDESAANPERKOTAAN,MAKANAN,523328.0
895,BENGKULU,1,0,2018,0.19855514569177388,sedang,2,0,PERDESAANPERKOTAAN,MAKANAN,548879.0
896,BENGKULU,1,0,2019,0.1959372798930795,sedang,0,0,PERDESAANPERKOTAAN,MAKANAN,542423.0
897,BENGKULU,1,0,2020,0.20853839475680733,sedang,0,0,PERDESAANPERKOTAAN,MAKANAN,573499.0
898,BENGKULU,1,0,2021,0.21128520747681287,sedang,0,0,PERDESAANPERKOTAAN,MAKANAN,580273.0
899,BENGKULU,1,0,2022,0.22991154971086286,sedang,0,0,PERDESAANPERKOTAAN,MAKANAN,626207.9999999999
900,BENGKULU,1,1,2011,0.07238098868227194,rendah,1,2,PERDESAANPERKOTAAN,NONMAKANAN,237716.99999999997
901,BENGKULU,1,1,2012,0.07145605809261552,rendah,1,2,PERDESAANPERKOTAAN,NONMAKANAN,235435.99999999997
902,BENGKULU,1,1,2013,0.10018689193720853,rendah,1,2,PERDESAANPERKOTAAN,NONMAKANAN,306290.0
903,BENGKULU,1,1,2014,0.10642946380382876,rendah,2,2,PERDESAANPERKOTAAN,NONMAKANAN,321685.0
904,BENGKULU,1,1,2015,0.13729968116048985,rendah,2,2,PERDESAANPERKOTAAN,NONMAKANAN,397815.0
905,BENGKULU,1,1,2016,0.15741012947000788,sedang,2,2,PERDESAANPERKOTAAN,NONMAKANAN,447410.0
906,BENGKULU,1,1,2017,0.1655885271301484,sedang,2,2,PERDESAANPERKOTAAN,NONMAKANAN,467579.0
907,BENGKULU,1,1,2018,0.202618190193465,sedang,2,2,PERDESAANPERKOTAAN,NONMAKANAN,558899.0
908,BENGKULU,1,1,2019,0.20060167120075942,sedang,0,2,PERDESAANPERKOTAAN,NONMAKANAN,553926.0
909,BENGKULU,1,1,2020,0.20573075801731538,sedang,0,2,PERDESAANPERKOTAAN,NONMAKANAN,566575.0
910,BENGKULU,1,1,2021,0.2023748941155194,sedang,0,2,PERDESAANPERKOTAAN,NONMAKANAN,558299.0
911,BENGKULU,1,1,2022,0.20723067833784986,sedang,0,2,PERDESAANPERKOTAAN,NONMAKANAN,570274.0
912,BENGKULU,1,2,2011,0.1919914230022655,sedang,1,1,PERDESAANPERKOTAAN,TOTAL,532692.0
913,BENGKULU,1,2,2012,0.20531877665866088,sedang,1,1,PERDESAANPERKOTAAN,TOTAL,565559.0
914,BENGKULU,1,2,2013,0.24136390159322435,tinggi,1,1,PERDESAANPERKOTAAN,TOTAL,654451.0
915,BENGKULU,1,2,2014,0.26219815573463046,tinggi,2,1,PERDESAANPERKOTAAN,TOTAL,705831.0
916,BENGKULU,1,2,2015,0.3048747207670639,tinggi,2,1,PERDESAANPERKOTAAN,TOTAL,811077.0000000001
917,BENGKULU,1,2,2016,0.33882141702934676,tinggi,2,1,PERDESAANPERKOTAAN,TOTAL,894794.0
918,BENGKULU,1,2,2017,0.3777950157554485,tinggi,2,1,PERDESAANPERKOTAAN,TOTAL,990908.0
919,BENGKULU,1,2,2018,0.42518503680461417,tinggi,2,1,PERDESAANPERKOTAAN,TOTAL,1107778.0
920,BENGKULU,1,2,2019,0.42055065201321423,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,1096349.0
921,BENGKULU,1,2,2020,0.438280853693498,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,1140074.0
922,BENGKULU,1,2,2021,0.4376718025117076,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,1138572.0
923,BENGKULU,1,2,2022,0.4611543344615513,tinggi,0,1,PERDESAANPERKOTAAN,TOTAL,1196483.0
924,LAMPUNG,0,0,2007,0.03418107148403714,rendah,1,0,PERDESAAN,MAKANAN,143511.0
925,LAMPUNG,0,0,2008,0.040858737836716695,rendah,1,0,PERDESAAN,MAKANAN,159978.99999999997
926,LAMPUNG,0,0,2009,0.04347822560926406,rendah,1,0,PERDESAAN,MAKANAN,166439.0
927,LAMPUNG,0,0,2010,0.05745720726109035,rendah,1,0,PERDESAAN,MAKANAN,200913.0
928,LAMPUNG,0,0,2011,0.07583133256100344,rendah,1,0,PERDESAAN,MAKANAN,246225.99999999997
929,LAMPUNG,0,0,2012,0.0834610975653767,rendah,1,0,PERDESAAN,MAKANAN,265042.0
930,LAMPUNG,0,0,2013,0.09074740960638344,rendah,1,0,PERDESAAN,MAKANAN,283011.0
931,LAMPUNG,0,0,2014,0.10261133735393618,rendah,2,0,PERDESAAN,MAKANAN,312269.0
932,LAMPUNG,0,0,2015,0.12160546215914728,rendah,2,0,PERDESAAN,MAKANAN,359111.0
933,LAMPUNG,0,0,2016,0.13145084344667823,rendah,2,0,PERDESAAN,MAKANAN,383391.00000000006
934,LAMPUNG,0,0,2017,0.1518025603668256,sedang,2,0,PERDESAAN,MAKANAN,433581.0
935,LAMPUNG,0,0,2018,0.15603023521459322,sedang,2,0,PERDESAAN,MAKANAN,444007.0
936,LAMPUNG,0,0,2019,0.15706343255893543,sedang,0,0,PERDESAAN,MAKANAN,446555.0
937,LAMPUNG,0,0,2020,0.16518749409500144,sedang,0,0,PERDESAAN,MAKANAN,466590.0
938,LAMPUNG,0,0,2021,0.1791745856160926,sedang,0,0,PERDESAAN,MAKANAN,501084.00000000006
939,LAMPUNG,0,0,2022,0.19594903920351353,sedang,0,0,PERDESAAN,MAKANAN,542452.0
940,LAMPUNG,0,1,2007,0.018702169511676386,rendah,1,2,PERDESAAN,NONMAKANAN,105338.0
941,LAMPUNG,0,1,2008,0.022032892818751315,rendah,1,2,PERDESAAN,NONMAKANAN,113552.0
942,LAMPUNG,0,1,2009,0.02782374496731925,rendah,1,2,PERDESAAN,NONMAKANAN,127833.0
943,LAMPUNG,0,1,2010,0.03533956630852132,rendah,1,2,PERDESAAN,NONMAKANAN,146368.0
944,LAMPUNG,0,1,2011,0.05154714003432908,rendah,1,2,PERDESAAN,NONMAKANAN,186338.0
945,LAMPUNG,0,1,2012,0.050718311395461145,rendah,1,2,PERDESAAN,NONMAKANAN,184294.0
946,LAMPUNG,0,1,2013,0.055914710126915394,rendah,1,2,PERDESAAN,NONMAKANAN,197109.0
947,LAMPUNG,0,1,2014,0.0661181421424896,rendah,2,2,PERDESAAN,NONMAKANAN,222272.0
948,LAMPUNG,0,1,2015,0.09550668638446214,rendah,2,2,PERDESAAN,NONMAKANAN,294748.0
949,LAMPUNG,0,1,2016,0.1022747777794448,rendah,2,2,PERDESAAN,NONMAKANAN,311438.99999999994
950,LAMPUNG,0,1,2017,0.10158097846383668,rendah,2,2,PERDESAAN,NONMAKANAN,309728.0
951,LAMPUNG,0,1,2018,0.12671670726332057,rendah,2,2,PERDESAAN,NONMAKANAN,371716.0
952,LAMPUNG,0,1,2019,0.12433443316677015,rendah,0,2,PERDESAAN,NONMAKANAN,365841.0
953,LAMPUNG,0,1,2020,0.13542913981455162,rendah,0,2,PERDESAAN,NONMAKANAN,393202.0
954,LAMPUNG,0,1,2021,0.1363431220807005,rendah,0,2,PERDESAAN,NONMAKANAN,395456.00000000006
955,LAMPUNG,0,1,2022,0.1440312781437807,sedang,0,2,PERDESAAN,NONMAKANAN,414416.0
956,LAMPUNG,0,2,2007,0.07689494191508886,rendah,1,1,PERDESAAN,TOTAL,248849.0
957,LAMPUNG,0,2,2008,0.08690333157484334,rendah,1,1,PERDESAAN,TOTAL,273531.0
958,LAMPUNG,0,2,2009,0.0953132660024954,rendah,1,1,PERDESAAN,TOTAL,294271.0
959,LAMPUNG,0,2,2010,0.11680847448898701,rendah,1,1,PERDESAAN,TOTAL,347281.0
960,LAMPUNG,0,2,2011,0.15139017351470785,sedang,1,1,PERDESAAN,TOTAL,432564.0
961,LAMPUNG,0,2,2012,0.15819110988021318,sedang,1,1,PERDESAAN,TOTAL,449336.0
962,LAMPUNG,0,2,2013,0.17067382065267417,sedang,1,1,PERDESAAN,TOTAL,480120.0
963,LAMPUNG,0,2,2014,0.1927411804158011,sedang,2,1,PERDESAAN,TOTAL,534541.0
964,LAMPUNG,0,2,2015,0.2411238494629847,tinggi,2,1,PERDESAAN,TOTAL,653858.9999999999
965,LAMPUNG,0,2,2016,0.2577373221454983,tinggi,2,1,PERDESAAN,TOTAL,694829.9999999999
966,LAMPUNG,0,2,2017,0.27739564524350085,tinggi,2,1,PERDESAAN,TOTAL,743310.0
967,LAMPUNG,0,2,2018,0.30675904889075234,tinggi,2,1,PERDESAAN,TOTAL,815724.0
968,LAMPUNG,0,2,2019,0.3054095666450809,tinggi,0,1,PERDESAAN,TOTAL,812396.0
969,LAMPUNG,0,2,2020,0.3246283348289284,tinggi,0,1,PERDESAAN,TOTAL,859792.0
970,LAMPUNG,0,2,2021,0.3395298141096316,tinggi,0,1,PERDESAAN,TOTAL,896541.0
971,LAMPUNG,0,2,2022,0.36399201826666955,tinggi,0,1,PERDESAAN,TOTAL,956868.0
972,LAMPUNG,2,0,2007,0.06435181261660472,rendah,1,0,PERKOTAAN,MAKANAN,217916.0
973,LAMPUNG,2,0,2008,0.060922148904498576,rendah,1,0,PERKOTAAN,MAKANAN,209457.99999999997
974,LAMPUNG,2,0,2009,0.06856894463432803,rendah,1,0,PERKOTAAN,MAKANAN,228316.0
975,LAMPUNG,2,0,2010,0.08595042193622318,rendah,1,0,PERKOTAAN,MAKANAN,271181.0
976,LAMPUNG,2,0,2011,0.09996143757164563,rendah,1,0,PERKOTAAN,MAKANAN,305734.0
977,LAMPUNG,2,0,2012,0.11315092345053851,rendah,1,0,PERKOTAAN,MAKANAN,338261.0
978,LAMPUNG,2,0,2013,0.14029830532116908,rendah,1,0,PERKOTAAN,MAKANAN,405210.0
979,LAMPUNG,2,0,2014,0.1471345196179765,sedang,2,0,PERKOTAAN,MAKANAN,422069.0
980,LAMPUNG,2,0,2015,0.1574819018130018,sedang,2,0,PERKOTAAN,MAKANAN,447586.99999999994
981,LAMPUNG,2,0,2016,0.17519142332666027,sedang,2,0,PERKOTAAN,MAKANAN,491261.0
982,LAMPUNG,2,0,2017,0.20238624793249022,sedang,2,0,PERKOTAAN,MAKANAN,558327.0
983,LAMPUNG,2,0,2018,0.2032681962150429,sedang,2,0,PERKOTAAN,MAKANAN,560502.0
984,LAMPUNG,2,0,2019,0.20735962525916102,sedang,0,0,PERKOTAAN,MAKANAN,570592.0
985,LAMPUNG,2,0,2020,0.214220169163763,sedang,0,0,PERKOTAAN,MAKANAN,587511.0
986,LAMPUNG,2,0,2021,0.2285807201645006,sedang,0,0,PERKOTAAN,MAKANAN,622926.0
987,LAMPUNG,2,0,2022,0.23727977143144463,tinggi,0,0,PERKOTAAN,MAKANAN,644379.0
988,LAMPUNG,2,1,2007,0.10960934354257743,rendah,1,2,PERKOTAAN,NONMAKANAN,329527.0
989,LAMPUNG,2,1,2008,0.09285719209563481,rendah,1,2,PERKOTAAN,NONMAKANAN,288213.99999999994
990,LAMPUNG,2,1,2009,0.08770296468435781,rendah,1,2,PERKOTAAN,NONMAKANAN,275503.0
991,LAMPUNG,2,1,2010,0.10343854401895114,rendah,1,2,PERKOTAAN,NONMAKANAN,314309.0
992,LAMPUNG,2,1,2011,0.11832907497614684,rendah,1,2,PERKOTAAN,NONMAKANAN,351030.99999999994
993,LAMPUNG,2,1,2012,0.1288459534388076,rendah,1,2,PERKOTAAN,NONMAKANAN,376967.0
994,LAMPUNG,2,1,2013,0.15394964825469531,sedang,1,2,PERKOTAAN,NONMAKANAN,438876.0
995,LAMPUNG,2,1,2014,0.16800729563839067,sedang,2,2,PERKOTAAN,NONMAKANAN,473544.0
996,LAMPUNG,2,1,2015,0.1943708586445732,sedang,2,2,PERKOTAAN,NONMAKANAN,538560.0
997,LAMPUNG,2,1,2016,0.199564824415248,sedang,2,2,PERKOTAAN,NONMAKANAN,551369.0
998,LAMPUNG,2,1,2017,0.20702995907354477,sedang,2,2,PERKOTAAN,NONMAKANAN,569779.0
999,LAMPUNG,2,1,2018,0.22610356059755138,sedang,2,2,PERKOTAAN,NONMAKANAN,616817.0
1000,LAMPUNG,2,1,2019,0.22741614293806778,sedang,0,2,PERKOTAAN,NONMAKANAN,620054.0
1001,LAMPUNG,2,1,2020,0.23673803216455247,tinggi,0,2,PERKOTAAN,NONMAKANAN,643043.0
1002,LAMPUNG,2,1,2021,0.2572669497281369,tinggi,0,2,PERKOTAAN,NONMAKANAN,693670.0
1003,LAMPUNG,2,1,2022,0.24965705390346254,tinggi,0,2,PERKOTAAN,NONMAKANAN,674903.0
1004,LAMPUNG,2,2,2007,0.19797285707855747,sedang,1,1,PERKOTAAN,TOTAL,547443.0
1005,LAMPUNG,2,2,2008,0.17779104191950873,sedang,1,1,PERKOTAAN,TOTAL,497672.0
1006,LAMPUNG,2,2,2009,0.18028361023806116,sedang,1,1,PERKOTAAN,TOTAL,503819.0
1007,LAMPUNG,2,2,2010,0.21340026138108642,sedang,1,1,PERKOTAAN,TOTAL,585489.0
1008,LAMPUNG,2,2,2011,0.24230261896063104,tinggi,1,1,PERKOTAAN,TOTAL,656766.0
1009,LAMPUNG,2,2,2012,0.2660089833021847,tinggi,1,1,PERKOTAAN,TOTAL,715229.0
1010,LAMPUNG,2,2,2013,0.31826005998870294,tinggi,1,1,PERKOTAAN,TOTAL,844087.0
1011,LAMPUNG,2,2,2014,0.33915351617574246,tinggi,2,1,PERKOTAAN,TOTAL,895613.0
1012,LAMPUNG,2,2,2015,0.37586446137695034,tinggi,2,1,PERKOTAAN,TOTAL,986146.9999999999
1013,LAMPUNG,2,2,2016,0.3987683541547468,tinggi,2,1,PERKOTAAN,TOTAL,1042630.9999999999
1014,LAMPUNG,2,2,2017,0.4334279079254103,tinggi,2,1,PERKOTAAN,TOTAL,1128106.0
1015,LAMPUNG,2,2,2018,0.45338345773196964,tinggi,2,1,PERKOTAAN,TOTAL,1177319.0
1016,LAMPUNG,2,2,2019,0.45878787461006737,tinggi,0,1,PERKOTAAN,TOTAL,1190647.0
1017,LAMPUNG,2,2,2020,0.4749699022476908,tinggi,0,1,PERKOTAAN,TOTAL,1230554.0
1018,LAMPUNG,2,2,2021,0.5098597763054761,tinggi,0,1,PERKOTAAN,TOTAL,1316597.0
1019,LAMPUNG,2,2,2022,0.5109489317477458,tinggi,0,1,PERKOTAAN,TOTAL,1319283.0000000002
1020,LAMPUNG,1,0,2011,0.08203254409437291,rendah,1,0,PERDESAANPERKOTAAN,MAKANAN,261518.99999999994
1021,LAMPUNG,1,0,2012,0.09109572849130884,rendah,1,0,PERDESAANPERKOTAAN,MAKANAN,283869.99999999994
1022,LAMPUNG,1,0,2013,0.10347868787181216,rendah,1,0,PERDESAANPERKOTAAN,MAKANAN,314408.0
1023,LAMPUNG,1,0,2014,0.11419831306609421,rendah,2,0,PERDESAANPERKOTAAN,MAKANAN,340844.0
1024,LAMPUNG,1,0,2015,0.131036023633781,rendah,2,0,PERDESAANPERKOTAAN,MAKANAN,382367.99999999994
1025,LAMPUNG,1,0,2016,0.1433017954034072,sedang,2,0,PERDESAANPERKOTAAN,MAKANAN,412617.0
1026,LAMPUNG,1,0,2017,0.16573450477691576,sedang,2,0,PERDESAANPERKOTAAN,MAKANAN,467939.00000000006
1027,LAMPUNG,1,0,2018,0.16999705206252222,sedang,2,0,PERDESAANPERKOTAAN,MAKANAN,478451.0
1028,LAMPUNG,1,0,2019,0.17257112456718643,sedang,0,0,PERDESAANPERKOTAAN,MAKANAN,484799.00000000006
1029,LAMPUNG,1,0,2020,0.18034727271179024,sedang,0,0,PERDESAANPERKOTAAN,MAKANAN,503976.0
1030,LAMPUNG,1,0,2021,0.19493976597350263,sedang,0,0,PERDESAANPERKOTAAN,MAKANAN,539963.0
